,C1,C2,C3,C4,C5,C6,cluster
879,4.0,4.6667,1.0,2.6667,3.0,4.0,1
880,2.6667,3.3333,1.3333,1.3333,2.3333,3.3333,1
881,4.0,4.0,1.0,2.3333,1.6667,3.6667,1
882,3.0,1.6667,4.3333,2.3333,2.0,2.0,0
883,3.3333,2.3333,1.6667,3.3333,2.0,1.3333,2
884,3.3333,4.3333,1.0,1.6667,3.6667,4.6667,1
885,3.6667,3.3333,2.0,4.3333,2.0,1.3333,2
886,3.0,3.3333,2.3333,1.0,2.3333,4.0,1
887,4.3333,2.3333,3.3333,4.6667,3.3333,1.3333,2
888,3.0,3.0,3.0,3.0,4.0,2.3333,2
889,3.3333,4.0,1.0,2.3333,3.0,4.0,1
890,4.0,4.6667,1.0,2.0,2.6667,4.3333,1
891,3.3333,3.0,3.3333,2.0,1.6667,1.3333,2
892,2.6667,2.6667,2.0,1.3333,3.6667,3.6667,1
893,3.3333,4.6667,1.0,2.0,2.0,4.0,1
894,3.0,3.3333,1.3333,3.0,1.3333,2.6667,1
895,1.0,1.3333,4.6667,1.0,1.0,2.6667,0
896,4.3333,3.0,2.3333,3.3333,2.0,1.6667,2
897,3.0,3.0,1.0,3.6667,2.3333,2.3333,2
898,2.0,2.0,4.3333,1.6667,2.3333,2.0,0
899,4.6667,4.3333,1.0,2.0,3.3333,4.0,1
900,2.6667,3.0,3.6667,1.0,2.0,4.0,1
901,2.6667,2.6667,2.6667,3.6667,1.6667,2.0,2
902,3.6667,4.0,2.6667,1.3333,2.3333,3.6667,1
903,3.3333,4.6667,2.6667,3.0,3.3333,4.0,1
904,3.0,2.3333,2.0,2.3333,2.3333,3.0,1
905,4.3333,2.3333,3.0,4.0,3.3333,2.6667,2
906,3.6667,3.0,2.6667,3.0,4.0,2.6667,2
907,3.3333,2.6667,1.6667,3.3333,3.3333,2.3333,2
908,4.0,4.3333,2.6667,2.6667,1.3333,2.3333,1
909,1.6667,1.6667,3.6667,2.3333,2.6667,1.6667,0
910,4.3333,4.0,1.0,1.3333,2.6667,3.6667,1
911,4.3333,4.0,1.3333,2.6667,5.0,3.3333,1
912,1.3333,2.3333,3.0,1.0,1.3333,1.3333,0
913,3.3333,2.3333,2.6667,4.0,1.6667,1.6667,2
914,4.6667,4.3333,1.3333,3.0,3.0,4.6667,1
915,3.0,2.6667,2.0,1.6667,3.0,1.3333,2
916,2.0,1.3333,4.3333,3.3333,1.0,1.6667,0
917,4.0,3.6667,3.0,2.3333,3.0,3.3333,1
918,2.3333,2.0,4.0,4.0,3.3333,2.0,2
919,4.0,4.0,1.3333,3.0,3.0,4.0,1
920,5.0,5.0,1.0,2.0,1.6667,2.0,1
921,3.6667,3.3333,1.3333,2.6667,3.6667,3.0,1
922,3.0,3.0,3.6667,2.0,2.6667,1.6667,2
923,4.6667,4.0,1.6667,4.0,4.0,3.0,1
924,1.6667,2.0,3.0,1.3333,2.3333,2.3333,0
925,4.3333,3.6667,1.6667,3.6667,2.0,1.6667,2
926,3.0,2.3333,4.0,2.6667,3.0,1.0,2
927,3.3333,4.0,1.3333,1.6667,3.0,3.6667,1
928,3.6667,1.0,4.3333,5.0,3.6667,1.0,2
929,3.6667,3.3333,1.0,2.6667,2.0,3.0,1
930,3.3333,3.0,1.3333,3.6667,2.3333,1.0,2
931,1.6667,3.3333,3.6667,1.3333,2.3333,1.3333,0
932,4.0,5.0,1.0,2.6667,4.6667,4.6667,1
933,4.0,3.6667,1.6667,2.3333,3.3333,4.6667,1
934,2.6667,3.0,2.3333,2.3333,2.3333,3.6667,1
935,4.3333,4.0,2.0,2.0,4.3333,2.0,1
936,4.3333,4.0,1.3333,3.3333,2.0,3.3333,1
937,4.3333,3.3333,2.0,2.6667,3.3333,2.3333,1
938,3.0,3.6667,2.6667,1.0,2.6667,2.6667,1
939,2.6667,1.3333,4.3333,3.6667,3.6667,1.3333,2
940,3.6667,2.3333,1.6667,3.3333,2.3333,1.0,2
941,3.3333,3.3333,1.6667,3.0,3.3333,2.0,2
942,3.6667,4.3333,1.3333,2.6667,2.0,2.3333,1
943,3.3333,4.0,1.6667,2.0,3.6667,3.6667,1
944,2.6667,2.3333,3.3333,3.6667,3.3333,1.0,2
945,2.6667,1.3333,2.6667,4.6667,3.6667,2.6667,2
946,4.6667,4.0,1.0,3.3333,3.3333,3.0,1
947,2.3333,3.0,3.6667,1.6667,2.6667,3.0,0
948,3.6667,2.0,3.0,4.6667,2.6667,1.6667,2
949,4.3333,3.0,2.6667,3.6667,4.3333,3.6667,1
950,3.0,3.0,3.0,1.6667,2.6667,3.6667,1
951,3.6667,4.0,2.3333,2.3333,3.3333,2.6667,1
952,2.3333,2.3333,3.3333,2.3333,1.6667,2.6667,0
953,3.3333,3.6667,2.0,2.3333,1.3333,2.0,1
954,4.0,4.3333,1.6667,4.3333,3.0,3.0,1
955,3.6667,2.0,2.6667,4.3333,4.0,1.3333,2
956,4.0,4.3333,1.3333,1.6667,3.6667,4.3333,1
957,1.0,1.0,1.0,1.0,1.0,1.0,0
958,4.3333,2.3333,3.3333,4.0,1.3333,2.0,2
959,3.3333,3.6667,2.6667,1.6667,1.0,2.3333,1
960,2.6667,2.3333,3.0,1.6667,1.0,1.6667,0
961,3.0,2.3333,3.0,4.3333,1.3333,1.6667,2
962,3.6667,4.6667,1.0,1.6667,1.6667,4.0,1
963,3.3333,4.0,1.3333,2.6667,4.0,3.3333,1
964,3.0,3.0,3.3333,1.6667,1.0,2.3333,0
965,2.6667,2.3333,3.6667,2.6667,1.6667,2.6667,0
966,3.3333,4.3333,1.3333,2.0,3.0,4.0,1
967,3.6667,3.3333,1.3333,3.0,3.0,3.3333,1
968,4.0,4.0,1.6667,3.0,3.0,4.0,1
969,5.0,5.0,1.0,3.0,4.6667,4.6667,1
970,4.3333,4.6667,1.0,2.3333,4.0,4.3333,1
971,3.6667,2.0,3.6667,4.0,2.3333,2.3333,2
972,4.3333,4.3333,2.0,2.6667,2.6667,3.6667,1
973,3.0,2.3333,3.3333,3.3333,4.3333,1.3333,2
974,1.3333,2.0,4.0,1.0,2.6667,2.0,0
975,3.0,2.6667,3.6667,2.6667,1.6667,1.6667,2
976,2.3333,2.0,3.0,4.0,1.6667,1.0,2
977,3.6667,4.0,2.3333,2.0,2.0,4.0,1
978,2.0,3.6667,2.3333,2.6667,3.0,4.0,1
979,2.6667,4.0,1.3333,1.3333,3.6667,3.6667,1
980,4.6667,3.6667,1.6667,4.3333,3.6667,2.6667,2
981,3.3333,3.6667,1.6667,4.0,4.6667,4.0,1
982,4.0,2.3333,2.6667,3.6667,2.0,1.6667,2
983,3.6667,4.0,1.0,1.6667,2.0,3.6667,1
984,4.0,4.0,2.3333,4.6667,3.6667,3.0,2
985,3.6667,2.6667,2.6667,2.6667,3.3333,2.3333,2
986,1.6667,3.3333,3.0,2.0,2.3333,2.3333,0
987,4.3333,3.0,2.0,3.3333,3.0,2.3333,2
988,3.0,2.6667,2.6667,1.6667,3.6667,1.3333,2
989,3.6667,2.6667,2.0,2.0,1.3333,1.3333,2
990,3.3333,4.3333,1.0,1.6667,2.3333,3.6667,1
991,3.6667,3.6667,1.0,2.6667,3.0,3.0,1
992,3.6667,3.6667,2.3333,3.0,2.6667,2.3333,2
993,3.3333,4.0,1.3333,1.0,2.0,3.6667,1
994,2.3333,2.3333,1.6667,2.3333,4.3333,1.3333,2
995,4.3333,4.6667,1.0,2.6667,3.0,3.6667,1
996,3.3333,2.3333,2.6667,3.0,2.3333,1.6667,2
997,3.3333,2.3333,4.0,4.3333,2.3333,3.0,2
998,4.0,2.3333,3.3333,4.0,1.6667,1.3333,2
999,4.6667,3.3333,3.0,3.6667,3.0,1.3333,2
1000,3.5,3.5,1.0,2.25,3.25,3.75,1
1001,2.5,1.5,3.75,3.0,1.75,1.0,0
1002,2.25,1.75,3.0,1.75,2.0,2.25,0
1003,1.5,1.25,4.75,3.0,1.75,1.5,0
1004,1.75,1.25,3.5,2.5,1.75,1.0,0
1005,3.5,3.75,2.25,3.0,2.25,4.25,1
1006,1.25,1.25,4.75,3.25,3.5,1.0,0
1007,1.5,2.75,2.75,1.0,3.5,4.0,1
1008,4.0,4.0,1.0,2.25,3.75,4.5,1
1009,1.75,2.5,3.75,1.0,2.25,4.5,0
1010,1.6667,1.0,4.0,3.0,4.0,1.6667,0
1011,2.3333,2.3333,3.6667,2.3333,2.3333,4.0,0
1012,1.3333,2.6667,4.0,2.6667,3.0,2.3333,0
1013,2.0,2.6667,3.0,2.0,2.3333,3.3333,0
1014,4.0,4.0,1.0,3.0,4.3333,4.0,1
1015,2.3333,1.6667,3.0,2.0,1.6667,3.3333,0
1016,3.6667,4.0,1.0,1.3333,1.3333,3.3333,1
1017,2.3333,2.6667,3.0,1.0,1.3333,4.0,0
1018,1.6667,1.3333,4.0,2.6667,2.0,1.6667,0
1019,2.0,2.6667,2.6667,2.0,1.6667,1.3333,0
1020,3.0,3.6667,2.0,2.0,4.0,3.6667,1
1021,2.0,1.3333,5.0,4.3333,2.3333,1.0,2
1022,2.3333,1.6667,4.0,2.6667,2.0,3.3333,0
1023,3.3333,3.3333,2.3333,3.3333,3.6667,3.6667,1
1024,2.0,1.3333,3.6667,2.0,3.3333,1.0,0
1025,1.3333,1.3333,4.6667,4.3333,2.0,1.3333,0
1026,1.6667,2.0,4.0,2.0,2.6667,2.6667,0
1027,3.6667,3.6667,1.3333,2.3333,3.6667,3.6667,1
1028,1.3333,1.6667,4.6667,2.6667,1.3333,2.6667,0
1029,3.0,2.3333,2.3333,4.6667,3.0,1.0,2
1030,3.3333,3.6667,2.3333,1.6667,2.0,4.3333,1
1031,2.6667,2.6667,1.0,2.6667,4.6667,2.0,2
1032,1.6667,1.6667,4.3333,1.6667,1.0,2.3333,0
1033,2.0,1.3333,2.0,1.0,4.3333,2.6667,0
1034,1.3333,2.0,3.0,1.6667,1.3333,2.3333,0
1035,2.3333,2.0,3.3333,1.3333,2.3333,3.6667,0
1036,3.3333,2.6667,3.3333,4.3333,3.0,2.6667,2
1037,3.3333,3.3333,1.6667,4.0,4.3333,3.0,1
1038,3.3333,3.6667,1.0,2.0,2.3333,4.3333,1
1039,2.0,1.3333,3.3333,3.0,2.6667,1.3333,0
1040,2.3333,2.0,2.6667,1.6667,2.3333,4.0,0
1041,1.0,1.0,3.0,2.0,2.6667,2.0,0
1042,2.0,1.6667,1.6667,1.0,2.3333,1.0,0
1043,1.3333,1.3333,3.6667,1.3333,2.0,2.0,0
1044,3.3333,3.6667,1.0,4.0,2.6667,4.3333,1
1045,2.6667,3.3333,1.0,2.0,4.3333,1.6667,1
1046,4.0,4.0,1.0,2.6667,4.0,5.0,1
1047,2.3333,2.3333,4.0,2.3333,3.6667,4.0,0
1048,4.0,4.0,1.0,3.3333,4.0,1.6667,1
1049,1.6667,1.3333,4.0,2.3333,1.6667,2.6667,0
1050,1.0,2.0,3.6667,2.6667,1.0,3.3333,0
1051,1.3333,1.3333,4.0,1.3333,3.0,2.3333,0
1052,2.0,1.3333,2.3333,4.3333,2.3333,1.6667,2
1053,3.3333,2.6667,1.6667,3.0,4.3333,2.6667,1
1054,1.0,1.0,5.0,2.0,2.0,1.3333,0
1055,1.6667,1.6667,3.0,2.0,3.0,2.3333,0
1056,3.0,4.0,1.3333,1.0,1.3333,4.6667,1
1057,2.0,1.6667,4.6667,2.6667,2.0,1.0,0
1058,2.3333,3.3333,1.3333,1.0,3.3333,4.6667,1
1059,2.0,1.6667,3.0,2.0,2.3333,1.0,0
1060,4.6667,5.0,1.0,2.0,1.3333,3.6667,1
1061,3.6667,3.6667,2.0,3.3333,1.0,2.6667,1
1062,1.3333,1.3333,1.0,2.3333,3.0,3.0,0
1063,1.3333,1.6667,4.3333,1.6667,2.0,3.0,0
1064,3.6667,4.0,1.0,2.3333,3.0,4.0,1
1065,2.6667,2.3333,3.6667,3.0,1.3333,1.6667,0
1066,1.3333,1.6667,4.0,2.3333,2.0,3.0,0
1067,2.3333,1.6667,4.0,2.3333,2.0,2.0,0
1068,2.0,1.0,4.3333,1.6667,2.3333,2.6667,0
1069,1.0,1.3333,4.6667,2.0,1.6667,1.0,0
1070,1.0,1.0,1.0,1.0,1.0,1.0,0
1071,3.0,3.0,3.6667,2.6667,1.3333,3.3333,0
1072,3.0,3.3333,1.0,1.0,2.6667,4.3333,1
1073,3.3333,3.6667,1.0,2.3333,4.0,4.0,1
1074,1.6667,1.0,3.0,3.3333,3.6667,1.0,2
1075,3.0,4.3333,1.0,1.6667,3.3333,4.6667,1
1076,2.3333,3.6667,1.0,1.6667,4.6667,4.0,1
1077,2.3333,2.0,2.3333,3.0,4.3333,1.0,2
1078,1.0,2.3333,3.0,1.0,1.3333,1.3333,0
1079,1.0,1.3333,4.0,2.0,3.0,1.6667,0
1080,1.6667,2.0,3.3333,1.3333,3.3333,4.0,0
1081,3.0,3.3333,1.6667,1.6667,4.6667,3.6667,1
1082,2.0,1.6667,3.3333,2.3333,2.0,3.0,0
1083,3.0,3.3333,4.0,1.6667,2.0,3.6667,1
1084,1.3333,2.6667,2.3333,1.6667,2.6667,4.0,1
1085,2.6667,2.3333,4.0,2.6667,3.6667,3.6667,2
1086,4.3333,4.3333,2.0,2.3333,4.0,4.0,1
1087,1.3333,1.0,4.3333,3.3333,4.3333,2.0,0
1088,2.3333,1.0,4.3333,4.0,2.0,1.3333,0
1089,1.6667,1.0,3.0,3.6667,3.3333,1.0,2
1090,2.0,2.6667,1.3333,1.6667,1.3333,2.0,0
1091,1.3333,1.0,4.6667,4.0,1.6667,1.3333,0
1092,1.0,1.0,3.6667,1.6667,1.3333,1.0,0
1093,3.6667,3.3333,1.0,3.0,4.0,3.6667,1
1094,1.0,1.0,3.6667,3.0,2.3333,1.0,0
1095,2.3333,2.3333,4.0,2.3333,2.0,2.0,0
1096,2.6667,2.6667,3.0,4.3333,4.3333,1.6667,2
1097,3.0,1.3333,4.0,3.3333,3.0,2.3333,2
1098,1.0,1.0,1.0,1.0,1.0,1.0,0
1099,3.3333,4.0,1.3333,2.0,4.6667,4.0,1
1100,1.6667,1.0,4.6667,4.0,2.3333,1.3333,0
1101,4.0,4.6667,1.0,1.0,2.3333,4.6667,1
1102,2.6667,2.3333,2.0,3.3333,4.6667,1.6667,2
1103,2.3333,2.6667,2.0,1.0,1.0,3.6667,1
1104,3.0,3.0,1.0,2.6667,4.6667,3.3333,1
1105,1.3333,1.0,3.0,2.6667,1.6667,1.6667,0
1106,2.3333,1.0,4.6667,2.6667,1.6667,1.3333,0
1107,1.6667,1.3333,3.3333,3.6667,2.0,1.0,0
1108,3.0,2.0,3.0,1.6667,3.0,3.3333,0
1109,3.0,2.6667,1.0,1.6667,4.3333,3.0,1
1110,3.0,2.6667,2.3333,2.3333,2.0,3.3333,1
1111,2.6667,2.3333,3.6667,3.3333,2.3333,3.0,2
1112,3.3333,2.0,2.3333,2.3333,4.0,2.3333,2
1113,2.6667,3.6667,1.6667,1.0,1.6667,4.3333,1
1114,2.6667,2.6667,2.6667,3.3333,2.6667,1.0,2
1115,2.6667,2.3333,2.0,2.0,3.6667,4.3333,1
1116,1.3333,1.0,1.6667,2.0,4.3333,1.0,0
1117,1.6667,1.3333,4.0,3.3333,3.3333,2.6667,0
1118,3.3333,3.6667,1.0,1.3333,3.6667,4.6667,1
1119,3.3333,4.6667,2.0,2.3333,3.3333,4.0,1
1120,1.0,1.3333,4.3333,1.6667,1.0,3.3333,0
1121,2.6667,2.6667,2.0,1.3333,2.6667,2.0,0
1122,1.6667,1.3333,3.3333,2.6667,1.0,3.0,0
1123,1.6667,1.0,4.6667,1.6667,2.0,2.3333,0
1124,1.6667,1.6667,4.6667,1.6667,2.3333,3.0,0
1125,3.0,1.3333,2.3333,2.0,4.6667,2.3333,2
1126,2.6667,1.3333,4.6667,3.0,2.0,1.0,0
1127,4.0,4.6667,1.6667,2.6667,3.3333,4.3333,1
1128,4.0,2.3333,1.0,3.3333,4.0,2.6667,1
1129,3.6667,4.3333,1.3333,1.3333,4.0,4.3333,1
1130,1.6667,2.6667,1.6667,3.0,3.3333,3.6667,1
1131,3.0,1.6667,1.6667,3.0,3.0,2.6667,2
1132,1.3333,1.0,5.0,2.6667,1.6667,1.3333,0
1133,1.3333,1.0,2.3333,1.0,2.3333,2.0,0
1134,2.0,1.3333,4.3333,2.6667,3.6667,1.0,0
1135,3.0,4.6667,1.0,1.6667,3.3333,4.3333,1
1136,1.6667,1.6667,4.3333,1.3333,3.0,1.3333,0
1137,1.6667,1.3333,3.6667,3.6667,1.6667,2.0,0
1138,1.0,1.0,4.6667,1.6667,1.3333,2.6667,0
1139,3.6667,3.6667,1.3333,2.6667,5.0,3.0,1
1140,1.0,1.0,1.0,1.0,1.0,1.0,0
1141,2.0,3.0,4.0,2.0,1.0,1.3333,0
1142,3.0,3.3333,1.3333,1.6667,3.0,3.3333,1
1143,4.3333,4.0,2.0,1.3333,3.6667,4.6667,1
1144,2.3333,3.3333,1.6667,2.0,1.6667,4.6667,1
1145,2.0,2.0,2.3333,1.3333,3.0,1.3333,0
1146,4.3333,4.3333,1.6667,1.6667,3.0,3.3333,1
1147,3.0,2.6667,1.6667,2.6667,4.6667,3.6667,1
1148,2.3333,3.3333,1.0,1.3333,5.0,4.6667,1
1149,2.0,1.0,4.0,2.6667,1.3333,2.6667,0
1150,2.6667,2.6667,3.6667,1.3333,2.0,4.6667,1
1151,2.6667,3.3333,2.6667,2.6667,4.3333,3.0,1
1152,2.6667,1.0,3.6667,4.0,1.3333,1.3333,2
1153,2.0,2.0,3.0,2.0,1.3333,1.0,0
1154,1.6667,1.6667,3.3333,1.0,1.6667,2.0,0
1155,2.0,1.6667,4.0,1.0,1.3333,1.3333,0
1156,2.0,3.0,1.6667,1.0,1.3333,3.3333,1
1157,1.6667,1.3333,2.6667,1.3333,2.3333,2.3333,0
1158,3.0,1.6667,4.0,3.3333,2.0,2.6667,2
1159,1.3333,1.6667,3.3333,2.0,1.3333,1.0,0
1160,3.6667,4.3333,1.6667,2.3333,3.0,3.0,1
1161,2.3333,3.0,3.0,3.0,2.6667,2.0,2
1162,3.0,2.6667,2.6667,3.3333,2.0,1.6667,2
1163,1.6667,1.6667,3.6667,3.0,2.0,2.6667,0
1164,2.6667,3.0,3.3333,1.0,3.0,3.0,1
1165,3.3333,4.6667,1.0,3.0,4.6667,5.0,1
1166,2.0,2.3333,4.0,2.0,2.3333,2.0,0
1167,3.6667,4.3333,1.0,2.6667,3.6667,4.0,1
1168,2.0,1.3333,3.3333,2.3333,3.0,1.0,0
1169,2.0,3.3333,1.6667,2.0,2.0,2.3333,1
1170,1.3333,2.0,4.6667,1.6667,1.0,2.0,0
1171,3.0,3.0,1.3333,2.0,4.6667,1.3333,2
1172,1.6667,1.0,5.0,3.6667,3.0,1.6667,0
1173,1.3333,1.0,2.6667,1.6667,4.0,2.6667,0
1174,4.0,4.3333,1.3333,3.3333,4.0,4.3333,1
1175,2.0,1.6667,4.0,3.0,2.0,1.6667,0
1176,3.6667,4.0,2.0,2.6667,3.3333,4.0,1
1177,2.0,2.6667,1.3333,2.3333,2.0,3.6667,1
1178,1.6667,1.3333,2.3333,3.3333,2.3333,2.0,0
1179,1.6667,1.0,4.0,2.3333,1.6667,1.6667,0
1180,1.0,1.0,3.3333,2.3333,1.3333,1.3333,0
1181,1.6667,1.3333,3.6667,2.3333,1.6667,2.6667,0
1182,2.6667,3.0,2.6667,2.0,4.6667,3.6667,1
1183,3.6667,3.3333,1.6667,1.3333,2.0,4.0,1
1184,2.3333,2.6667,3.0,1.3333,2.3333,3.6667,1
1185,3.3333,1.3333,2.0,4.6667,1.3333,1.0,2
1186,1.6667,1.6667,2.0,2.6667,2.0,1.0,0
1187,3.6667,4.0,2.0,2.3333,4.3333,3.3333,1
1188,2.0,1.0,4.6667,2.6667,3.3333,1.0,0
1189,3.0,3.3333,1.0,2.0,3.6667,4.0,1
1190,2.6667,3.0,2.0,3.3333,3.0,1.3333,2
1191,2.0,2.6667,1.0,1.6667,4.6667,2.0,1
1192,2.3333,3.0,1.3333,1.0,3.6667,3.6667,1
1193,3.0,2.6667,1.3333,1.6667,3.3333,4.3333,1
1194,2.3333,2.6667,3.6667,1.6667,2.3333,3.3333,0
1195,1.6667,2.3333,2.6667,2.0,2.0,2.3333,0
1196,1.0,1.3333,4.3333,3.0,2.6667,1.3333,0
1197,2.0,2.3333,2.3333,1.6667,1.0,1.3333,0
1198,1.0,1.0,5.0,2.0,2.6667,2.6667,0
1199,2.6667,4.0,1.3333,2.0,5.0,3.6667,1
1200,2.6667,3.6667,2.0,1.6667,1.3333,4.0,1
1201,2.3333,1.6667,1.6667,4.3333,2.3333,1.0,2
1202,1.6667,2.0,3.0,2.0,1.6667,2.3333,0
1203,3.6667,1.6667,2.0,4.0,4.6667,1.3333,2
1204,2.6667,1.6667,2.6667,4.3333,4.0,1.0,2
1205,1.6667,1.3333,4.3333,3.0,1.0,1.0,0
1206,2.0,2.0,3.6667,1.6667,1.6667,1.6667,0
1207,3.0,4.0,1.6667,3.0,2.6667,3.6667,1
1208,3.6667,4.0,2.3333,2.3333,4.6667,4.0,1
1209,1.0,1.0,3.0,3.0,4.6667,1.0,0
1210,1.0,1.0,4.0,1.6667,2.3333,2.6667,0
1211,1.6667,2.3333,3.0,1.3333,1.6667,3.3333,0
1212,2.3333,2.0,3.6667,4.3333,2.0,2.0,2
1213,3.0,2.3333,3.3333,1.0,1.3333,2.3333,0
1214,1.0,1.0,3.3333,5.0,3.6667,1.0,2
1215,2.0,1.3333,3.3333,2.6667,2.0,1.0,0
1216,1.0,1.0,4.6667,2.0,2.0,2.6667,0
1217,2.0,2.6667,2.3333,1.6667,3.0,2.3333,0
1218,1.6667,1.0,3.6667,3.6667,4.0,1.0,2
1219,1.6667,1.6667,3.6667,1.6667,1.3333,3.3333,0
1220,1.6667,1.6667,4.6667,3.6667,3.6667,2.0,2
1221,4.0,4.0,1.0,2.3333,3.3333,4.6667,1
1222,1.0,1.0,1.0,1.0,1.0,1.0,0
1223,1.3333,1.0,2.6667,2.3333,3.6667,1.3333,0
1224,2.0,1.6667,2.6667,2.3333,2.3333,1.6667,0
1225,2.6667,1.3333,3.6667,2.3333,3.6667,1.0,2
1226,2.3333,2.6667,3.6667,1.0,2.3333,4.6667,1
1227,2.3333,3.6667,1.6667,1.6667,2.3333,3.6667,1
1228,2.6667,4.3333,1.3333,1.3333,1.0,4.3333,1
1229,3.0,2.3333,2.0,2.0,1.6667,3.0,1
1230,1.6667,2.6667,2.0,1.0,1.0,2.3333,0
1231,1.0,1.6667,3.3333,1.3333,1.3333,1.3333,0
1232,1.0,1.0,2.3333,1.3333,3.3333,1.0,0
1233,4.0,3.6667,2.0,2.0,2.3333,3.0,1
1234,2.0,1.3333,4.3333,3.0,2.3333,1.6667,0
1235,1.6667,1.3333,4.6667,3.6667,2.6667,1.6667,0
1236,1.3333,1.0,3.0,3.0,3.3333,1.3333,0
1237,1.0,1.0,4.3333,3.0,1.6667,1.0,0
1238,1.0,1.0,4.3333,3.3333,3.6667,1.0,0
1239,1.6667,1.6667,2.6667,3.6667,3.6667,1.3333,2
1240,2.0,1.0,3.6667,4.0,3.0,1.0,2
1241,2.0,1.0,4.0,3.3333,2.0,1.6667,0
1242,3.3333,3.6667,1.6667,2.0,2.3333,2.6667,1
1243,4.3333,4.0,1.0,4.3333,2.0,1.3333,2
1244,2.3333,2.6667,3.3333,1.0,1.0,3.3333,0
1245,2.6667,2.6667,3.0,2.6667,4.3333,2.0,2
1246,1.6667,1.6667,4.0,2.0,2.0,2.0,0
1247,1.3333,3.0,3.3333,1.0,1.0,3.3333,0
1248,2.0,2.3333,2.6667,2.3333,3.6667,1.3333,2
1249,1.6667,1.3333,4.6667,2.6667,1.6667,2.0,0
1250,1.6667,1.6667,3.0,1.3333,2.0,2.3333,0
1251,2.3333,2.3333,3.0,1.6667,4.6667,1.6667,2
1252,2.6667,3.3333,1.6667,1.6667,2.3333,3.6667,1
1253,2.3333,1.6667,2.6667,3.3333,4.3333,3.6667,2
1254,3.0,4.0,1.3333,2.0,2.0,4.6667,1
1255,3.0,3.0,1.0,1.0,4.0,4.3333,1
1256,2.6667,1.0,3.6667,3.0,2.3333,1.6667,0
1257,3.0,2.6667,4.0,4.0,3.3333,3.0,2
1258,2.6667,2.6667,1.0,5.0,4.6667,1.0,2
1259,4.0,4.0,1.0,3.0,2.6667,4.3333,1
1260,3.0,3.0,2.6667,2.0,2.3333,4.0,1
1261,2.0,2.6667,2.6667,2.3333,2.3333,2.0,0
1262,3.0,2.6667,3.0,2.6667,2.3333,2.3333,2
1263,3.0,3.0,2.6667,2.6667,3.0,4.0,1
1264,3.0,2.3333,3.0,2.3333,2.3333,1.3333,2
1265,1.0,1.3333,3.3333,1.0,2.6667,2.6667,0
1266,1.0,1.3333,4.3333,2.0,1.6667,2.0,0
1267,2.6667,3.6667,1.0,1.6667,2.3333,2.3333,1
1268,1.6667,1.0,4.3333,2.6667,1.6667,1.6667,0
1269,2.3333,2.3333,3.6667,2.6667,1.0,3.0,0
1270,2.3333,2.3333,2.6667,2.3333,4.3333,3.3333,1
1271,1.0,1.0,5.0,2.3333,2.0,1.0,0
1272,3.3333,4.0,1.0,1.3333,3.0,4.6667,1
1273,1.3333,1.0,1.6667,5.0,4.6667,1.6667,2
1274,2.0,3.0,2.3333,1.0,1.3333,3.6667,1
1275,2.0,2.3333,1.3333,1.0,3.3333,4.3333,1
1276,1.3333,1.3333,4.0,1.6667,2.0,1.3333,0
1277,2.6667,2.3333,4.6667,1.0,1.3333,3.6667,0
1278,1.0,2.6667,3.6667,1.3333,1.0,3.6667,0
1279,1.0,1.0,4.3333,2.3333,1.6667,1.6667,0
1280,1.0,1.0,5.0,3.6667,1.3333,1.0,0
1281,3.0,4.3333,1.6667,1.0,3.3333,4.6667,1
1282,3.6667,4.0,1.6667,2.0,3.6667,5.0,1
1283,2.3333,2.3333,1.0,1.6667,3.0,3.0,1
1284,1.0,1.0,3.0,2.3333,2.6667,1.0,0
1285,2.6667,2.6667,3.0,4.0,3.6667,3.3333,2
1286,2.3333,2.3333,3.0,2.0,1.0,3.3333,0
1287,1.6667,2.3333,3.3333,1.0,3.0,3.6667,0
1288,1.3333,2.0,3.6667,1.3333,1.3333,2.0,0
1289,3.0,4.0,1.0,1.6667,3.6667,4.0,1
1290,2.0,1.6667,3.3333,3.3333,2.0,2.0,0
1291,2.3333,3.0,3.3333,1.3333,1.3333,3.0,0
1292,3.6667,4.0,1.6667,3.0,4.6667,3.3333,1
1293,3.3333,4.3333,1.0,3.0,2.3333,3.3333,1
1294,2.3333,1.0,3.6667,4.6667,2.6667,2.0,2
1295,1.3333,1.3333,4.6667,2.6667,1.0,3.3333,0
1296,2.3333,1.3333,4.6667,1.3333,2.3333,1.3333,0
1297,3.0,1.3333,4.0,2.6667,4.0,1.6667,2
1298,2.3333,3.3333,2.6667,3.3333,4.6667,3.3333,1
1299,2.6667,2.3333,3.3333,2.3333,3.6667,3.0,2
1300,2.0,1.3333,3.3333,2.0,2.6667,1.6667,0
1301,3.0,1.3333,4.3333,4.0,2.3333,2.3333,2
1302,2.3333,1.6667,4.6667,2.6667,1.6667,2.0,0
1303,1.3333,1.0,3.6667,2.3333,4.0,1.3333,0
1304,2.6667,2.6667,2.6667,2.3333,4.0,3.3333,1
1305,2.6667,1.0,3.3333,2.0,1.6667,2.6667,0
1306,2.0,1.6667,2.6667,2.0,1.6667,2.0,0
1307,3.6667,1.6667,3.6667,3.3333,2.0,3.3333,2
1308,2.0,2.0,3.0,1.3333,2.0,2.6667,0
1309,2.3333,2.0,2.0,3.0,2.0,2.0,2
1310,3.3333,2.6667,1.6667,2.6667,2.3333,1.6667,2
